Choose the category that suits you most.,Area of Study,What is your current level of study?,What year of study are you in?,In which county is your institution located?,What is the ownership nature of your institution?,How satisfied are you with the quality of training provided in your course?,Training Aspects:Teaching quality,Clinical exposure,Assessment Methods,Learning Resources,Support from faculty,How do you perceive your career opportunities after qualification?,How satisfied are you with expected remuneration after qualification?,How do you view your prospects for career progression after qualification?,Who played the strongest role in influencing your decision to choose your current course?,Other (please specify),Did you receive any structured career guidance before choosing this course?,How satisfied were you with the career guidance you received before selecting this course?,"In hindsight, do you feel the guidance you received was sufficient to help you make an informed decision?",What type of additional guidance would have better supported your career choice?,Other (please specify),Was a health science course your first choice?,Factors in your career choice:Personal interest,Work-life balance,Income and job security,Prestige,Family expectations,Opportunities for advancement,Desire to serve the society,Where do you intend to work after graduation?,How likely are you to seek employment outside Kenya within the first 5 years after graduation?,"If you intend to migrate, please rank the following reasons in order of importance : Better remuneration",Better working conditions,Career growth opportunities,Desire for specialization training,Family relocation,Political/economic stability,Personal preference,"Knowing what you know now, would you still choose to study the same course?",Have you ever considered dropping out of the health science course?,Affect your medical training experience: Stress,Long journey/commute,Feeling emotionally drained,High workload,Frequent examinations,High faculty demands,Dislocation from family and friends,Financial strains,Loss of interest in the course,Inadequate role models,Experience of verbal or physical violence,I feel supported by my institution,I am confident in my clinical skills,Would you recommend this course to a friend or family member?
Student,Nursing and midwifery,Diploma,1st,Nyamira,Private for profit,Satisfied,Good,Good,Good,Good,Good,Very Good,Very satisfied,Excellent,Teachers/School Counsellors,,"Yes, formal/structured guidance",Very satisfied,Yes,Better understanding of academic demands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Student,Medicine and Surgery,Undergraduate,3rd,Kakamega,Public,Satisfied,Good,Excellent,Excellent,Neutral,Good,Good,Dissatisfied,Good,My own personal research,,"Some guidance, but informal",Satisfied,Yes,Exposure to healthcare professionals,,Yes,Very Important,Important,Very Important,Very Important,Somewhat important,Very Important,Very Important,Undecided,Likely,1,2,3,4,6,7,5,Yes,Rarely,2,10,3,1,4,5,6,7,8,9,11,Agree,Agree,Not Sure
Student,Nursing and midwifery,Undergraduate,3rd,Kilifi,Public,Satisfied,Neutral,Good,Neutral,Neutral,Neutral,Very Good,Satisfied,Good,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Yes,Exposure to healthcare professionals,,Yes,Very Important,Important,Very Important,Moderately important,Somewhat important,Very Important,Very Important,Abroad,Neither likely nor unlikely,2,1,4,3,7,5,6,No,Never,1,4,5,3,6,7,11,2,10,8,9,Neutral,Agree,Not Sure
Student,Medicine and Surgery,Undergraduate,5th and above,Nakuru,Public,Satisfied,Good,Excellent,Excellent,Neutral,Good,Neutral,Neither satisfied nor dissatisfied,Good,A healthcare professional or mentor,,"No, I did not receive career guidance",,,,,Prefer not to say,Important,Important,Important,Somewhat important,Somewhat important,Important,Important,In my home country,unlikely,1,2,3,4,5,6,7,Yes,Rarely,4,3,8,1,7,2,6,5,9,10,11,Neutral,Neutral,Yes
Student,Clinical Medicine,Undergraduate,4th,Kiambu,Private for profit,Very satisfied,Excellent,Good,Excellent,Excellent,Good,Neutral,Neither satisfied nor dissatisfied,Neutral,My own personal research,,"Yes, formal/structured guidance",Satisfied,Somewhat,Career counselling sessions,,Yes,Very Important,Important,Very Important,Moderately important,Moderately important,Very Important,Very Important,Undecided,Likely,1,4,2,3,6,7,5,Not sure,Sometimes,3,4,2,5,6,7,8,1,9,10,11,Agree,Strongly agree,Yes
Student,Health Records,Diploma,2nd,Nairobi,Public,Satisfied,Excellent,Good,Good,Neutral,Good,Neutral,Satisfied,Good,My own personal research,,"Yes, formal/structured guidance",Satisfied,Yes,More information on job prospects,,No,Important,Important,Important,Moderately important,Important,Important,Important,In my home country,Likely,7,5,3,4,2,1,6,No,Sometimes,1,3,7,4,6,5,8,2,9,10,11,Agree,Agree,Yes
Student,Clinical Medicine,Undergraduate,4th,Kiambu,Private for profit,Dissatisfied,Poor,Very Poor,Excellent,Excellent,Very Poor,Very Poor,Dissatisfied,Very Poor,Other (please specify),My own passion ,"No, I did not receive career guidance",,,,,Yes,Very Important,Very Important,Very Important,Important,Somewhat important,Very Important,Very Important,Undecided,Very likely,2,1,3,5,7,6,4,No,Sometimes,2,3,5,8,6,7,10,1,9,4,11,Disagree,Agree,No
Student,Medicine and Surgery,Undergraduate,2nd,Nairobi,Public,Satisfied,Good,Good,Neutral,Good,Good,Neutral,Neither satisfied nor dissatisfied,Neutral,Teachers/School Counsellors,,"Yes, formal/structured guidance",Satisfied,Yes,Better understanding of academic demands,,Yes,Important,Very Important,Important,Moderately important,Important,Very Important,Very Important,Undecided,Likely,4,3,1,2,7,5,6,Yes,Never,3,8,4,1,2,6,7,5,11,10,9,Agree,Agree,Yes
Student,Nursing and midwifery,Undergraduate,1st,Kilifi,Public,Satisfied,Good,Good,Good,Good,Good,Neutral,Neither satisfied nor dissatisfied,Good,"Media (internet, TV, social media)",,"Some guidance, but informal",Satisfied,Somewhat,Career counselling sessions,,No,Important,Important,Important,Important,Important,Important,Moderately important,In my home country,Very likely,2,3,1,4,6,7,5,Yes,Sometimes,1,10,2,3,4,5,9,6,8,7,11,Neutral,Neutral,Yes
Student,Nursing and midwifery,Undergraduate,4th,Kilifi,Public,Satisfied,Good,Good,Good,Good,Good,Neutral,Neither satisfied nor dissatisfied,Good,Teachers/School Counsellors,,"Yes, formal/structured guidance",Very satisfied,Yes,Exposure to healthcare professionals,,Yes,Very Important,Very Important,Very Important,Somewhat important,Moderately important,Moderately important,Very Important,In my home country,unlikely,5,1,4,6,3,2,7,Yes,Never,2,3,4,6,7,8,5,1,9,11,10,Neutral,Neutral,Yes
Student,Medicine and Surgery,Undergraduate,3rd,Nairobi,Public,Neither satisfied nor dissatisfied,Good,Good,Poor,Poor,Very Poor,Good,Neither satisfied nor dissatisfied,Neutral,Parents/Family,,"Some guidance, but informal",Satisfied,Yes,Exposure to healthcare professionals,,Yes,Important,Very Important,Very Important,Somewhat important,Moderately important,Important,Important,Undecided,Likely,5,3,1,2,6,7,4,Yes,Sometimes,3,2,6,1,7,4,8,5,9,10,11,Disagree,Agree,Not Sure
Student,Health Records,Undergraduate,4th,Kiambu,Private for profit,Very satisfied,Excellent,Good,Excellent,Excellent,Good,Neutral,Satisfied,Good,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Very Important,Important,Important,Important,Moderately important,Important,Very Important,In my home country,Likely,6,2,1,4,7,5,3,Yes,Never,4,2,5,3,6,7,8,1,9,10,11,Agree,Strongly agree,Yes
Student,Nursing and midwifery,Undergraduate,4th,Kilifi,Public,Very satisfied,Good,Excellent,Good,Good,Neutral,Good,Very satisfied,Excellent,My own personal research,,"Yes, formal/structured guidance",Very satisfied,Yes,Exposure to healthcare professionals,,Yes,Very Important,Very Important,Important,Very Important,Important,Very Important,Very Important,In my home country,unlikely,5,4,2,3,6,1,7,Yes,Never,3,4,2,6,7,9,8,1,10,11,5,Strongly agree,Strongly agree,Yes
Student,Nursing and midwifery,Undergraduate,2nd,Kilifi,Public,Satisfied,Good,Good,Good,Poor,Neutral,Good,Satisfied,Good,A healthcare professional or mentor,,"Some guidance, but informal",Satisfied,Yes,Information on remuneration and working conditions,,Yes,Very Important,Very Important,Important,Somewhat important,Moderately important,Important,Very Important,In my home country,Likely,4,5,1,2,7,6,3,Not sure,Sometimes,2,11,3,4,5,6,9,1,8,7,10,Agree,Agree,Yes
Student,Nursing and midwifery,Undergraduate,4th,Kilifi,Public,Satisfied,Good,Good,Good,Good,Good,Good,Satisfied,Good,Parents/Family,,"Some guidance, but informal",Satisfied,Yes,Exposure to healthcare professionals,,Yes,Important,Important,Important,Important,Important,Important,Important,In my home country,Likely,2,4,1,3,5,6,7,Yes,Sometimes,3,5,1,2,6,4,7,8,11,9,10,Agree,Agree,Not Sure
Student,Nursing and midwifery,Undergraduate,2nd,Kiambu,Private for profit,Very satisfied,Good,Excellent,Excellent,Good,Good,Very Good,Satisfied,Good,Other (please specify),"It was a childhood passion from seeing my family only had teachers, and no doctors or nurses.","Some guidance, but informal",Very satisfied,Yes,Better understanding of academic demands,,Yes,Very Important,Very Important,Very Important,Important,Moderately important,Very Important,Important,Abroad,Very likely,7,1,2,3,5,4,6,Yes,Never,2,4,6,1,7,3,9,8,10,5,11,Neutral,Strongly agree,Yes
Student,Nursing and midwifery,Undergraduate,4th,Kilifi,Public,Very satisfied,Excellent,Good,Good,Good,Good,Good,Satisfied,Excellent,Parents/Family,,"No, I did not receive career guidance",,,,,Yes,Important,Important,Very Important,Moderately important,Very Important,Important,Very Important,In my home country,Very likely,2,1,3,4,5,6,7,Yes,Never,2,8,3,1,4,6,7,5,9,11,10,Agree,Strongly agree,Yes
Student,Medicine and Surgery,Undergraduate,3rd,Nairobi,Public,Satisfied,Good,Neutral,Neutral,Good,Good,Good,Satisfied,Good,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Somewhat,Exposure to healthcare professionals,,Yes,Very Important,Somewhat important,Moderately important,Not important,Not important,Important,Very Important,Undecided,Likely,2,3,4,1,7,6,5,Yes,Sometimes,2,6,7,4,5,3,9,1,11,8,10,Neutral,Agree,Yes
Student,Nursing and midwifery,Undergraduate,3rd,Kilifi,Public,Satisfied,Good,Excellent,Good,Neutral,Good,Neutral,Neither satisfied nor dissatisfied,Good,A healthcare professional or mentor,,"Yes, formal/structured guidance",Satisfied,Yes,Information on remuneration and working conditions,,Yes,Important,Important,Very Important,Important,Moderately important,Important,Moderately important,Abroad,Likely,1,2,3,6,7,4,5,Not sure,Never,1,10,2,3,5,6,11,4,7,8,9,Agree,Agree,Yes
Student,Nursing and midwifery,Undergraduate,4th,Kilifi,Public,Satisfied,Excellent,Good,Excellent,Good,Good,Very Good,Satisfied,Excellent,Parents/Family,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Yes,Career counselling sessions,,No,Important,Very Important,Very Important,Important,Important,Very Important,Important,Abroad,Likely,3,4,2,1,6,7,5,Yes,Never,3,9,2,4,11,5,7,1,8,6,10,Agree,Strongly agree,Yes
Student,Nursing and midwifery,Undergraduate,4th,Kilifi,Public,Satisfied,Good,Excellent,Good,Good,Excellent,Very Good,Neither satisfied nor dissatisfied,Good,"Media (internet, TV, social media)",,"Some guidance, but informal",Neither satisfied nor dissatisfied,Somewhat,More information on job prospects,,Yes,Very Important,Very Important,Very Important,Moderately important,Somewhat important,Very Important,Very Important,Abroad,Very likely,1,2,5,4,7,6,3,Yes,Never,2,5,6,1,9,3,4,7,10,8,11,Agree,Agree,Yes
Student,Pharmacy,Undergraduate,3rd,Nairobi,Private for profit,Very satisfied,Good,Good,Good,Excellent,Excellent,Good,Satisfied,Good,Teachers/School Counsellors,,"Yes, formal/structured guidance",Satisfied,Yes,Better understanding of academic demands,,Yes,Very Important,Important,Very Important,Moderately important,Moderately important,Very Important,Very Important,In my home country,Neither likely nor unlikely,2,1,3,5,7,4,6,Yes,Sometimes,1,6,3,2,5,4,10,7,9,8,11,Strongly agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,4th,Nairobi,Public,Dissatisfied,Poor,Excellent,Poor,Poor,Poor,Good,Very dissatisfied,Good,Parents/Family,,"Some guidance, but informal",Neither satisfied nor dissatisfied,No,Exposure to healthcare professionals,,Yes,Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,Abroad,Very likely,1,2,3,5,7,4,6,Not sure,Sometimes,1,7,2,3,6,5,11,10,8,4,9,Disagree,Disagree,Not Sure
Student,Medicine and Surgery,Undergraduate,3rd,Nairobi,Public,Neither satisfied nor dissatisfied,Good,Good,Good,Good,Neutral,Poor,Dissatisfied,Neutral,Other (please specify),It cam more from an internal motivation to do this ,"Yes, formal/structured guidance",Dissatisfied,No,Better understanding of academic demands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Student,Medicine and Surgery,Undergraduate,5th and above,Uasin Gishu,Public,Satisfied,Neutral,Excellent,Good,Neutral,Neutral,Neutral,Dissatisfied,Good,Parents/Family,,"Some guidance, but informal",Dissatisfied,No,Exposure to healthcare professionals,,No,Very Important,Very Important,Very Important,Moderately important,Moderately important,Very Important,Important,In my home country,Likely,2,5,1,3,7,6,4,No,Usually,1,10,2,3,4,6,9,5,7,11,8,Neutral,Neutral,No
Student,Nursing and midwifery,Undergraduate,2nd,Kiambu,Public,Very satisfied,Good,Good,Good,Excellent,Excellent,Good,Neither satisfied nor dissatisfied,Good,A healthcare professional or mentor,,"Some guidance, but informal",Satisfied,Yes,Exposure to healthcare professionals,,Yes,Very Important,Very Important,Very Important,Moderately important,Somewhat important,Very Important,Very Important,In my home country,Likely,2,3,4,5,7,1,6,Yes,Rarely,2,8,4,1,3,6,10,5,9,7,11,Agree,Agree,Yes
Student,Health Records,Undergraduate,4th,Nairobi,Private for profit,Satisfied,Good,Good,Good,Excellent,Good,Good,Satisfied,Good,Parents/Family,,"No, I did not receive career guidance",,,,,Yes,Very Important,Important,Important,Important,Very Important,Very Important,Very Important,Undecided,Very likely,2,1,3,4,5,6,7,Yes,Sometimes,3,1,2,5,6,4,7,8,9,10,11,Neutral,Strongly agree,Yes
Student,Medicine and Surgery,Undergraduate,5th and above,Nairobi,Public,Satisfied,Good,Excellent,Excellent,Neutral,Poor,Neutral,Very dissatisfied,Neutral,My own personal research,,"Some guidance, but informal",Dissatisfied,Yes,Better understanding of academic demands,,Yes,Very Important,Very Important,Very Important,Somewhat important,Important,Very Important,Very Important,Undecided,Neither likely nor unlikely,3,2,5,1,4,6,7,Yes,Never,1,9,4,2,3,5,6,11,8,7,10,Disagree,Agree,No
Student,Medicine and Surgery,Undergraduate,3rd,Nairobi,Public,Very satisfied,Excellent,Good,Good,Good,Good,Very Good,Satisfied,Excellent,"Media (internet, TV, social media)",,"Some guidance, but informal",Very satisfied,Somewhat,Career counselling sessions,,Yes,Moderately important,Important,Important,Important,Very Important,Very Important,Very Important,Undecided,Likely,3,5,2,1,7,4,6,Yes,Never,4,7,1,11,3,2,6,5,10,9,8,Agree,Strongly agree,Yes
Student,Medicine and Surgery,Undergraduate,3rd,Nairobi,Public,Satisfied,Good,Excellent,Good,Excellent,Neutral,Very Good,Satisfied,Good,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Undecided,Likely,4,5,3,1,6,2,7,Yes,Never,8,2,5,3,4,7,6,1,11,10,9,Agree,Strongly agree,Yes
Student,Medicine and Surgery,Undergraduate,3rd,Nairobi,Public,Satisfied,Good,Excellent,Good,Neutral,Neutral,Good,Neither satisfied nor dissatisfied,Excellent,Parents/Family,,"Some guidance, but informal",Satisfied,No,More information on job prospects,,Yes,Very Important,Very Important,Important,Moderately important,Not important,Very Important,Very Important,In my home country,Very likely,1,4,2,6,5,3,7,Yes,Rarely,1,2,3,4,5,6,8,7,9,10,11,Agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,3rd,Nairobi,Public,Neither satisfied nor dissatisfied,Good,Good,Good,Poor,Poor,Poor,Neither satisfied nor dissatisfied,Good,My own personal research,,"Yes, formal/structured guidance",Satisfied,Yes,Exposure to healthcare professionals,,Yes,Very Important,Very Important,Very Important,Important,Important,Very Important,Very Important,Undecided,Neither likely nor unlikely,3,2,1,4,6,5,7,Yes,Rarely,1,11,2,4,6,7,3,5,8,9,10,Neutral,Neutral,Yes
Student,Medicine and Surgery,Undergraduate,5th and above,Nairobi,Public,Neither satisfied nor dissatisfied,Good,Excellent,Good,Neutral,Good,Neutral,Neither satisfied nor dissatisfied,Neutral,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Very Important,Somewhat important,Very Important,Very Important,Moderately important,Very Important,Moderately important,Undecided,Very likely,3,4,1,5,7,6,2,Yes,Never,4,9,5,2,6,7,8,3,1,10,11,Agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,4th,Nairobi,Public,Satisfied,Good,Excellent,Good,Good,Neutral,Very Good,Satisfied,Good,My own personal research,,"Yes, formal/structured guidance",Satisfied,Yes,More information on job prospects,,No,Important,Important,Very Important,Moderately important,Moderately important,Very Important,Very Important,In my home country,Neither likely nor unlikely,1,2,3,4,7,5,6,Yes,Never,2,1,3,4,5,6,7,9,11,8,10,Neutral,Agree,Yes
Student,Medicine and Surgery,Undergraduate,5th and above,Nairobi,Public,Satisfied,Good,Good,Good,Good,Good,Good,Neither satisfied nor dissatisfied,Good,Parents/Family,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Somewhat,Exposure to healthcare professionals,,Yes,Important,Important,Very Important,Important,Somewhat important,Very Important,Very Important,Undecided,Likely,1,2,3,4,7,5,6,Yes,Never,4,7,3,1,6,2,8,5,11,9,10,Agree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,3rd,Nairobi,Public,Satisfied,Good,Excellent,Good,Good,Poor,Good,Satisfied,Excellent,My own personal research,,"No, I did not receive career guidance",,,,,Yes,Very Important,Important,Very Important,Moderately important,Important,Very Important,Very Important,Undecided,Likely,5,1,2,3,6,7,4,Yes,Rarely,1,4,3,2,5,7,8,10,9,6,11,Disagree,Agree,Yes
Student,Medicine and Surgery,Undergraduate,3rd,Nairobi,Public,Dissatisfied,Good,Excellent,Good,Neutral,Poor,Very Poor,Dissatisfied,Poor,My own personal research,,"Yes, formal/structured guidance",Satisfied,Somewhat,Career counselling sessions,,Yes,Very Important,Very Important,Very Important,Not important,Important,Very Important,Very Important,Abroad,Very likely,5,4,3,6,7,1,2,Yes,Rarely,1,10,2,4,3,5,9,6,11,7,8,Disagree,Neutral,Yes
Student,Medicine and Surgery,Undergraduate,4th,Nairobi,Public,Satisfied,Good,Good,Excellent,Good,Good,Good,Satisfied,Good,My own personal research,,"Some guidance, but informal",Neither satisfied nor dissatisfied,Somewhat,Exposure to healthcare professionals,,Prefer not to say,Somewhat important,Not important,Very Important,Important,Moderately important,Important,Very Important,In my home country,Neither likely nor unlikely,3,2,1,4,5,6,7,Yes,Rarely,2,1,3,4,5,6,8,9,7,10,11,Neutral,Agree,Yes
Student,Medicine and Surgery,Undergraduate,5th and above,Nairobi,Public,Dissatisfied,Poor,Excellent,Poor,Poor,Neutral,Neutral,Dissatisfied,Neutral,Parents/Family,,"Some guidance, but informal",Neither satisfied nor dissatisfied,No,Exposure to healthcare professionals,,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,In my home country,Very unlikely,4,3,2,1,5,6,7,No,Sometimes,3,10,4,2,8,1,6,7,11,5,9,Disagree,Disagree,No
Student,Medicine and Surgery,Undergraduate,2nd,Nairobi,Public,Neither satisfied nor dissatisfied,Good,Poor,Excellent,Excellent,Good,Very Good,Satisfied,Good,Parents/Family,,"No, I did not receive career guidance",,,,,Yes,Important,Important,Very Important,Important,Moderately important,Important,Somewhat important,Undecided,Likely,2,3,4,5,7,1,6,Yes,Sometimes,2,9,3,4,7,6,5,1,11,8,10,Neutral,Disagree,No
Student,Medicine and Surgery,Undergraduate,5th and above,Nairobi,Public,Very satisfied,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Dissatisfied,Good,Parents/Family,,"No, I did not receive career guidance",,,,,Yes,Very Important,Very Important,Very Important,Very Important,Moderately important,Very Important,Very Important,Abroad,Very likely,4,1,5,2,6,3,7,Not sure,Sometimes,1,5,4,2,7,8,6,3,9,10,11,Agree,Neutral,Not Sure
